Date,Open,High,Low,Close,Adj Close,Volume
1999-04-01,222.182190,225.059555,221.306473,223.433212,121.384140,2003256
1999-04-05,225.184647,229.813446,225.059555,229.438141,124.646408,1962290
1999-04-06,227.936905,228.687531,224.684235,226.810989,123.219185,2323493
1999-04-07,228.437317,229.187927,223.433212,229.187927,124.510536,2216231
1999-04-08,227.436493,229.187927,225.059555,227.936905,123.830940,2436051
1999-04-09,227.936905,229.062836,223.808517,224.559143,121.995872,2187755
1999-04-12,221.431580,233.191223,221.431580,233.191223,126.685387,2895174
1999-04-13,228.187119,235.067749,228.187119,234.066940,127.161148,3241490
1999-04-14,233.941833,234.317139,228.187119,228.312210,124.034767,2472521
1999-04-15,227.186295,227.811813,220.555862,225.184647,122.335602,3287852
1999-04-16,223.683426,224.559143,220.055450,222.682602,120.976425,2550107
1999-04-19,222.682602,224.434036,201.164948,209.671936,113.908112,5039264
1999-04-20,209.171524,219.304825,207.920502,218.804413,118.869484,3781746
1999-04-21,218.554214,227.311401,217.178085,227.311401,123.491096,2986699
1999-04-22,229.938553,229.938553,223.308105,226.685883,123.151260,2480814
1999-04-23,224.934448,228.937729,224.684235,225.935272,122.743454,1827350
1999-04-26,226.435684,227.186295,222.682602,227.186295,123.423035,1888100
1999-04-27,228.312210,230.063644,222.807709,225.184647,122.335602,2313651
1999-04-28,222.432388,225.935272,221.431580,223.183014,121.248230,2030034
1999-04-29,222.182190,223.057907,212.424194,215.426651,117.034462,2731608
1999-04-30,219.179733,220.680954,207.545181,210.922958,114.587723,4836131
1999-05-03,211.048065,212.424194,206.669464,211.423370,114.859604,2759385
1999-05-04,210.172348,211.298264,206.919678,210.047241,114.111961,3349151
1999-05-05,210.047241,219.429932,210.047241,218.178909,118.529633,3108949
1999-05-06,220.055450,221.931992,212.424194,216.677673,117.714088,3444423
1999-05-07,216.927887,221.181366,216.927887,220.055450,119.549164,2897172
1999-05-10,219.555038,221.931992,216.302368,217.678497,118.257790,1927368
1999-05-11,219.930344,223.683426,217.678497,222.057083,120.636566,2402878
1999-05-12,221.556671,221.556671,216.677673,220.555862,119.820969,2551306
1999-05-13,222.057083,222.807709,218.178909,218.804413,118.869484,1557722
1999-05-14,215.176437,215.927063,209.922134,212.048874,115.199371,3254279
1999-05-17,211.048065,213.550110,209.296616,212.674393,115.539230,1985820
1999-05-18,212.549286,212.924591,205.293335,208.671112,113.364372,2695688
1999-05-19,210.922958,216.677673,210.672745,216.177261,117.442245,2224574
1999-05-20,216.677673,218.804413,212.549286,213.049698,115.743149,2073348
1999-05-21,213.425003,214.676041,208.170700,208.420898,113.228447,2969313
1999-05-24,210.422546,211.048065,205.293335,207.169876,112.548820,2516185
1999-05-25,208.295807,210.172348,204.292526,204.918030,111.325493,2639634
1999-05-26,207.169876,207.294983,203.166595,206.419266,112.141022,3209266
1999-05-27,206.169052,206.169052,200.664551,201.540268,109.490395,2542713
1999-05-28,201.164948,208.546005,200.914749,203.541901,110.577881,2554703
1999-06-01,204.417618,207.294983,201.665359,205.293335,111.529366,2313152
1999-06-02,205.543549,206.043961,200.664551,204.292526,110.985626,2548059
1999-06-03,206.294159,207.169876,204.292526,205.918854,111.869156,2026537
1999-06-04,206.669464,210.172348,205.668655,209.922134,114.043945,1943805
1999-06-07,208.170700,210.672745,207.044785,209.046417,113.568275,1496122
1999-06-08,207.795395,208.045593,203.667007,204.918030,111.325493,1801771
1999-06-09,204.792923,206.043961,204.167419,205.543549,111.665306,1585149
1999-06-10,204.167419,204.292526,199.788834,202.165771,109.830223,2550557
1999-06-11,202.165771,205.418442,200.539444,202.853836,110.204018,2644230
1999-06-14,202.290878,208.170700,202.165771,207.670288,112.820679,2347174
1999-06-15,206.544373,211.298264,206.169052,208.546005,113.296417,2184257
1999-06-16,210.297440,215.676849,210.297440,213.800323,116.150894,2822833
1999-06-17,212.674393,217.553391,212.549286,217.052979,117.918030,1820456
1999-06-18,216.302368,217.052979,214.676041,215.301544,116.966545,2715272
1999-06-21,215.551758,215.551758,210.172348,211.298264,114.791687,2002706
1999-06-22,211.173157,213.925415,210.172348,211.923782,115.131454,1445364
1999-06-23,210.922958,212.674393,207.795395,211.798676,115.063545,1842838
1999-06-24,209.046417,214.676041,206.544373,213.675217,116.082939,3073128
1999-06-25,214.801132,215.051346,207.795395,209.046417,113.568275,1921273
1999-06-28,210.547653,213.425003,210.547653,212.549286,115.471306,1928068
1999-06-29,213.800323,219.555038,212.424194,219.555038,119.277290,2356216
1999-06-30,218.178909,226.185471,214.676041,226.185471,122.879356,3641162
1999-07-01,224.308929,224.809341,221.806885,223.183014,121.248230,2279180
1999-07-02,223.683426,226.060364,222.557495,225.559952,122.539536,1606781
1999-07-06,223.933624,230.188751,223.933624,228.062012,124.284874,2304958
1999-07-07,229.062836,237.694916,228.437317,236.068573,128.648087,3970791
1999-07-08,233.691620,236.318787,230.939377,234.192032,127.625465,3853787
1999-07-09,234.192032,235.943481,232.065292,234.442245,127.761803,2885832
1999-07-12,234.692444,234.817551,229.563248,230.939377,125.852913,2696837
1999-07-13,228.687531,231.815094,228.562424,231.314682,126.057472,1576756
1999-07-14,231.815094,232.941010,229.438141,231.815094,126.330132,1737274
1999-07-15,233.191223,235.317963,232.690811,235.317963,128.239105,2223775
1999-07-16,235.067749,238.195313,234.567352,237.945114,129.670822,2310554
1999-07-19,238.195313,240.196960,236.193680,240.196960,130.897934,2565245
1999-07-20,239.071045,239.321243,234.817551,235.317963,128.239105,2048219
1999-07-21,234.317139,235.943481,232.440598,234.066940,127.557274,1647748
1999-07-22,233.441422,235.818375,229.062836,230.188751,125.443832,2233117
1999-07-23,230.188751,232.315506,228.062012,230.564056,125.648331,1567414
1999-07-26,229.313034,231.815094,227.811813,228.187119,124.353043,1676324
1999-07-27,230.188751,233.941833,227.811813,232.690811,126.807381,1795926
1999-07-28,232.190399,232.190399,227.686707,228.187119,124.353043,1586248
1999-07-29,226.185471,226.185471,220.305649,224.183838,122.171432,2260245
1999-07-30,223.808517,224.809341,217.553391,218.178909,118.898987,2118711
1999-08-02,216.302368,220.055450,215.426651,215.927063,117.671783,2070001
1999-08-03,216.677673,218.053802,213.425003,215.927063,117.671783,2079693
1999-08-04,215.426651,220.055450,213.425003,213.675217,116.444633,1804119
1999-08-05,214.175629,219.555038,210.172348,219.304825,119.512581,2486459
1999-08-06,216.427475,218.053802,212.424194,214.175629,116.717293,2279779
1999-08-09,213.049698,213.925415,209.922134,210.297440,114.603836,1920424
1999-08-10,209.421722,212.173981,205.293335,209.922134,114.399315,2550607
1999-08-11,210.797852,214.175629,210.297440,212.299088,115.694649,2134798
1999-08-12,213.049698,213.425003,210.297440,210.297440,114.603836,1683818
1999-08-13,212.424194,217.052979,212.173981,215.676849,117.535423,1804869
1999-08-16,216.927887,219.805237,216.552567,219.805237,119.785278,1454107
1999-08-17,221.931992,223.558319,220.055450,223.057907,121.557785,1860173
1999-08-18,223.933624,225.309753,222.057083,223.558319,121.830505,2128853
1999-08-19,221.681778,222.432388,219.555038,222.182190,121.080551,2004805
1999-08-20,222.682602,226.060364,221.681778,225.810165,123.057686,1748765
1999-08-23,226.185471,233.316315,226.185471,233.316315,127.148254,2300562
1999-08-24,231.439774,235.943481,231.314682,233.441422,127.216415,2392886
1999-08-25,234.317139,239.571442,233.941833,238.820831,130.148026,2365359
1999-08-26,237.444702,239.196136,237.069397,238.070221,129.738953,2491455
1999-08-27,237.945114,238.070221,232.941010,233.316315,127.148254,2019842
1999-08-30,232.315506,233.191223,228.187119,228.687531,124.625717,1778740
1999-08-31,229.187927,230.689163,224.183838,224.809341,122.512299,2245857
1999-09-01,225.685059,227.686707,224.058731,227.561600,124.012115,1850132
1999-09-02,225.434860,227.061188,222.932800,226.060364,123.194000,1912830
1999-09-03,231.189575,233.941833,226.936081,233.003571,126.977821,2133899
1999-09-07,235.317963,239.821655,235.317963,239.821655,130.693405,2859403
1999-09-08,238.195313,242.198608,237.694916,241.948395,131.852417,3248534
1999-09-09,241.948395,242.073502,236.193680,239.696548,130.625229,2046271
1999-09-10,240.196960,241.948395,237.569809,238.570633,130.011627,2009901
1999-09-13,237.194504,237.820007,235.443069,237.319595,129.329880,1391658
1999-09-14,236.068573,236.068573,231.815094,233.691620,127.352753,1657490
1999-09-15,236.068573,237.569809,232.065292,232.190399,126.534645,1846684
1999-09-16,233.191223,235.818375,230.438965,234.692444,127.898216,1875161
1999-09-17,237.194504,240.196960,236.443878,240.196960,130.897934,2976008
1999-09-20,242.448807,245.201065,240.822479,244.200241,133.079605,2605762
1999-09-21,242.323700,242.448807,236.318787,238.695724,130.079849,2479515
1999-09-22,238.695724,239.946762,234.942657,238.195313,129.807083,2285524
1999-09-23,239.196136,240.071854,233.316315,233.691620,127.352753,2448990
1999-09-24,231.689987,237.694916,231.439774,236.193680,128.716278,2780019
1999-09-27,238.195313,242.323700,237.569809,240.196960,130.897934,2449690
1999-09-28,239.196136,239.696548,230.689163,236.944290,129.503036,2665413
1999-09-29,235.568161,238.070221,232.941010,233.066116,127.383476,2520032
1999-09-30,234.442245,240.071854,230.939377,237.319595,129.708206,3400060
1999-10-01,235.943481,236.443878,232.941010,234.942657,128.409073,2685046
1999-10-04,236.568985,240.322067,236.568985,240.322067,131.349258,2428157
1999-10-05,239.571442,245.701477,238.820831,242.073502,132.306488,3458562
1999-10-06,242.448807,248.203522,242.448807,247.578018,135.314987,3193829
1999-10-07,246.952499,248.578842,243.324524,243.950043,133.332123,2566594
1999-10-08,245.951675,250.580475,243.449631,249.704758,136.477356,3679480
1999-10-11,247.578018,249.079239,246.452087,246.452087,134.699554,1632860
1999-10-12,245.451263,245.826584,241.948395,242.949219,132.785172,2787362
1999-10-13,241.823288,243.199417,238.445526,239.321243,130.802231,2441147
1999-10-14,238.945938,240.697372,234.442245,240.447174,131.417603,3406055
1999-10-15,236.193680,236.193680,231.189575,231.689987,126.631386,4298922
1999-10-18,231.189575,235.443069,229.438141,235.443069,128.682602,3197526
1999-10-19,239.196136,240.947571,236.068573,236.318787,129.161209,2833375
1999-10-20,237.694916,244.075150,237.319595,243.449631,133.058578,2364160
1999-10-21,241.573090,247.452911,238.195313,246.702301,134.836349,2568892
1999-10-22,247.202713,252.582123,247.077606,251.456192,137.434631,2850361
1999-10-25,249.454559,252.081711,247.452911,250.705582,137.024384,2280778
1999-10-26,252.081711,254.708862,250.080063,251.456192,137.434631,3110647
1999-10-27,251.456192,257.085815,250.830688,257.085815,140.511475,2156031
1999-10-28,259.963165,267.844635,259.212555,266.218292,145.502960,4503554
1999-10-29,269.220764,272.848724,267.344208,271.222412,148.237991,3384922
1999-11-01,267.469330,268.970551,258.712158,258.962341,141.537140,3394964
1999-11-02,259.587860,266.468506,256.585388,258.211731,141.126968,3167700
1999-11-03,265.968109,266.093201,260.213379,262.965637,143.725143,2292619
1999-11-04,265.217468,267.344208,261.214203,263.966461,144.272156,2175015
1999-11-05,266.593597,269.846283,266.593597,267.719543,146.323441,2342528
1999-11-08,267.844635,269.596069,265.842987,268.219940,146.596970,1756508
1999-11-09,269.345856,269.345856,265.217468,266.968903,145.913239,1668780
1999-11-10,265.467682,268.845459,263.841339,268.219940,146.596970,1845286
1999-11-11,268.219940,269.345856,266.718719,268.219940,146.596970,1089656
1999-11-12,271.097290,271.847900,266.718719,270.972198,148.101166,1845735
1999-11-15,270.721985,272.973846,268.595245,271.222412,148.237991,2193150
1999-11-16,271.973022,279.604279,270.221588,279.479187,152.750717,2741850
1999-11-17,277.602631,282.856934,276.351593,282.606750,154.460159,2869045
1999-11-18,280.229797,282.106323,275.600983,278.978760,152.477234,2702732
1999-11-19,279.228973,280.730194,274.975494,275.600983,150.631119,2394885
1999-11-22,275.851196,280.980408,271.722809,280.605103,153.366028,2517484
1999-11-23,279.479187,279.479187,274.349976,275.475891,150.562683,2055813
1999-11-24,275.475891,276.977112,273.224030,273.974670,149.742279,1615075
1999-11-26,273.474243,275.475891,271.472595,271.472595,148.374710,889120
1999-11-29,270.221588,270.221588,265.342590,266.468506,145.639618,2214682
1999-11-30,263.716248,266.218292,259.963165,260.463593,142.357620,2563396
1999-12-01,260.713776,270.096466,260.338470,269.220764,147.144028,2741050
1999-12-02,272.473419,272.473419,266.843811,269.596069,147.349136,1854178
1999-12-03,271.597717,277.977936,271.347504,272.723633,149.058411,2807046
1999-12-06,272.848724,277.352417,272.223236,274.694000,150.135376,1674925
1999-12-07,277.227325,280.229797,273.224030,280.229797,153.160980,2828079
1999-12-08,277.227325,286.234711,277.227325,282.763123,154.545547,3256328
1999-12-09,288.736755,290.112885,282.481628,287.360626,157.058395,3219008
1999-12-10,287.360626,295.992706,287.235535,295.117004,161.297668,2861751
1999-12-13,294.491486,298.744965,291.614136,297.869263,162.802002,3050247
1999-12-14,298.244568,301.247009,295.992706,299.996002,163.964264,3863679
1999-12-15,299.996002,300.996826,288.361450,288.861877,157.878937,3273014
1999-12-16,292.489838,295.492310,287.735931,295.492310,161.502747,2954925
1999-12-17,295.742523,309.753998,295.492310,303.999268,166.152283,10583714
1999-12-20,306.751526,308.753174,303.874176,306.782806,167.673645,3853737
1999-12-21,307.627258,316.759735,306.751526,315.884033,172.648010,3202672
1999-12-22,317.009949,318.511169,310.504608,316.009125,173.166183,3090164
1999-12-23,318.010773,318.761383,312.256042,315.258514,172.754898,2007652
1999-12-27,315.758911,319.261780,312.130951,319.261780,174.948624,2048269
1999-12-28,317.135040,317.260162,312.381165,314.758087,172.480682,1937710
1999-12-29,316.259338,316.259338,312.756470,313.381958,171.726593,1485581
1999-12-30,314.758087,314.758087,309.128479,310.254395,170.012802,1394156
1999-12-31,309.753998,311.505432,307.877472,309.753998,169.738632,979846
2000-01-03,306.251129,307.627258,298.619873,300.246216,164.528519,3675284
2000-01-04,294.741699,296.242920,288.236359,288.236359,157.947327,3683877
2000-01-05,287.735931,294.241272,285.359009,287.735931,157.673172,4545070
2000-01-06,286.484924,294.116180,285.484100,291.582855,159.781204,3309484
2000-01-07,296.242920,303.999268,294.241272,302.873352,165.968170,3354147
2000-01-10,305.625610,308.377869,302.498047,302.748260,165.899567,2535669
2000-01-11,302.247833,305.625610,301.497223,303.248657,166.173813,2518433
2000-01-12,302.372955,306.751526,301.372131,304.249481,166.722153,3054543
2000-01-13,306.501343,310.129303,306.251129,307.752350,168.641739,2490206
2000-01-14,307.001740,309.503784,299.370483,302.247833,165.625351,3077524
2000-01-18,299.495575,299.495575,293.740875,296.242920,162.334778,3046949
2000-01-19,293.240448,302.122742,292.740051,297.681610,163.123123,2472921
2000-01-20,298.369659,299.745789,285.484100,292.114532,160.072540,5122296
2000-01-21,296.117828,296.743317,288.111237,288.486572,158.084473,3997619
2000-01-24,290.863495,292.114532,273.098938,276.476715,151.503372,4515644
2000-01-25,276.351593,280.980408,274.224854,277.227325,151.914642,4227780
2000-01-26,281.230621,284.608368,277.977936,283.107147,155.136673,2640633
2000-01-27,283.357361,283.732666,274.349976,283.732666,155.479431,3204620
2000-01-28,280.855316,281.230621,267.469330,268.219940,146.978806,4970371
2000-01-31,268.219940,272.098114,266.343414,268.219940,146.978806,3627473
2000-02-01,268.720337,274.224854,268.219940,272.223236,149.172546,4552764
2000-02-02,274.475067,275.475891,268.345032,268.345032,147.047348,3633718
2000-02-03,272.098114,279.854492,270.721985,278.728546,152.737305,3369235
2000-02-04,282.231415,286.484924,281.230621,283.357361,155.273819,3025367
2000-02-07,283.607544,283.732666,271.973022,273.224030,149.720978,3045001
2000-02-08,273.349152,277.102234,273.224030,274.349976,150.337906,3113295
2000-02-09,274.224854,275.600983,268.345032,268.345032,147.047348,2668460
2000-02-10,269.345856,274.099762,266.468506,271.097290,148.555557,3191980
2000-02-11,270.346680,274.850372,267.344208,267.719543,146.704590,3422591
2000-02-14,267.719543,272.098114,267.344208,268.970551,147.390106,2421663
2000-02-15,268.219940,278.228149,268.094849,275.225677,150.817795,3134677
2000-02-16,273.474243,274.099762,268.970551,271.535156,148.795486,2419814
2000-02-17,269.971375,271.472595,260.213379,262.215027,143.688232,4815898
2000-02-18,262.215027,264.091553,250.080063,250.455368,137.244156,5883072
2000-02-22,252.707214,260.213379,250.330276,259.462769,142.180023,4534778
2000-02-23,260.213379,266.093201,256.960693,261.214203,143.139755,3656349
2000-02-24,260.838898,266.093201,252.331909,262.215027,143.688232,4599325
2000-02-25,259.212555,262.089905,251.581299,252.457016,138.341080,4441255
2000-02-28,252.206818,264.717072,252.206818,259.087463,141.974426,4503454
2000-02-29,261.464386,268.219940,260.463593,264.967285,145.196381,3759415
2000-03-01,267.219116,267.969727,261.714600,262.965637,144.099533,4444503
2000-03-02,262.965637,272.473419,261.964813,270.721985,148.349869,3311432
2000-03-03,274.725281,281.230621,274.349976,278.978760,152.874344,3957402
2000-03-06,279.228973,279.228973,269.470978,275.100586,151.194016,3080572
2000-03-07,274.975494,274.975494,259.462769,260.088257,142.943268,4934201
2000-03-08,260.713776,265.092377,258.336823,260.838898,143.355881,3982582
2000-03-09,260.838898,264.216644,254.583755,258.211731,141.912018,3148266
2000-03-10,261.964813,268.345032,260.213379,263.591156,144.868439,3447121
2000-03-13,258.211731,261.214203,255.459473,259.087463,142.393234,3207518
2000-03-14,259.462769,259.712952,253.833145,254.208450,139.711823,3175794
2000-03-15,253.958252,269.596069,252.707214,267.344208,146.931168,4314959
2000-03-16,267.594421,279.103851,267.219116,278.228149,152.912888,4996699
2000-03-17,276.476715,283.107147,274.600159,279.979584,153.875519,5306145
2000-03-20,279.979584,283.732666,275.475891,282.106323,155.044250,2597268
2000-03-21,277.727722,303.123566,276.351593,301.247009,165.563950,6185624
2000-03-22,301.247009,304.124390,297.493958,301.997650,165.976440,3615633
2000-03-23,303.248657,320.262604,302.122742,320.262604,176.014847,5215919
2000-03-24,315.508728,319.762207,312.130951,318.386078,174.983597,3842996
2000-03-27,315.758911,317.760559,312.756470,316.134216,173.745911,2732358
2000-03-28,313.757294,317.510345,312.256042,312.256042,171.614487,3632369
2000-03-29,315.008301,330.020630,315.008301,326.267548,179.315063,6516502
2000-03-30,324.265900,325.266724,315.383606,317.760559,174.639755,4157738
2000-03-31,318.761383,320.012421,309.753998,311.505432,171.201950,3901998
2000-04-03,310.754822,322.264252,310.254395,322.264252,177.114990,3194428
2000-04-04,317.385254,318.010773,294.491486,308.252777,169.414291,5500486
2000-04-05,304.499695,310.254395,301.622345,306.876648,168.658051,3566873
2000-04-06,308.628082,315.633820,308.377869,314.007477,172.577072,2296665
2000-04-07,315.508728,319.887299,312.631348,317.885681,174.708481,2219279
2000-04-10,319.011597,322.264252,316.009125,319.136688,175.396027,2370455
2000-04-11,316.884857,328.018982,315.508728,323.515289,177.802521,3497530
2000-04-12,325.516937,326.767944,312.256042,313.757294,172.439529,3237843
2000-04-13,315.008301,315.133423,300.246216,301.247009,165.563950,4246015
2000-04-14,296.242920,300.496399,286.359802,291.739227,160.338501,5269925
2000-04-17,288.986969,306.751526,287.986145,304.249481,167.214111,5320883
2000-04-18,305.875824,316.134216,304.124390,313.256866,172.164597,4236173
2000-04-19,312.381165,313.882385,308.502960,311.255219,171.064423,2356466
2000-04-20,312.381165,317.260162,311.255219,317.260162,174.364685,2840469
2000-04-24,314.257690,328.144073,312.881561,324.390991,178.283829,3999168
2000-04-25,324.766296,332.897980,322.014038,332.272461,182.615479,3805977
2000-04-26,332.522675,336.150635,322.889771,326.767944,179.590118,3552634
2000-04-27,321.263428,324.140808,316.634644,323.265076,177.665009,3368436
2000-04-28,323.014862,324.265900,313.381958,314.758087,172.989578,2353718
2000-05-01,318.260986,324.265900,315.758911,319.011597,175.327255,2079393
2000-05-02,318.260986,323.890594,316.634644,322.389374,177.183746,2119111
2000-05-03,319.261780,320.262604,309.378693,312.381165,171.683258,2763532
2000-05-04,315.133423,315.258514,305.750702,308.252777,169.414291,2566394
2000-05-05,308.252777,320.262604,307.251953,316.259338,173.814682,3444823
2000-05-08,313.006653,317.510345,310.004211,314.883209,173.058395,1944488
2000-05-09,314.507904,316.384430,305.500519,313.006653,172.026962,2238063
2000-05-10,309.253601,312.631348,300.621521,303.999268,167.076584,2507842
2000-05-11,309.253601,314.507904,304.749908,305.875824,168.107941,2237714
2000-05-12,305.125214,316.009125,304.374573,313.757294,172.439529,1784169
2000-05-15,314.132599,326.893066,313.757294,324.265900,178.215042,2257531
2000-05-16,329.144897,331.396759,324.265900,325.767120,179.040085,2819669
2000-05-17,322.764679,326.517731,319.011597,322.014038,176.977432,1880940
2000-05-18,321.263428,326.517731,317.510345,319.011597,175.327255,2142725
2000-05-19,313.006653,316.384430,306.251129,311.505432,171.201950,2147071
2000-05-22,311.505432,311.505432,292.740051,300.246216,165.013885,2790144
2000-05-23,295.367188,300.246216,293.865967,300.246216,165.013885,2013681
2000-05-24,294.241272,307.752350,294.241272,304.749908,167.489151,2488391
2000-05-25,304.749908,311.130127,298.744965,304.749908,167.489151,1904853
2000-05-26,302.873352,305.875824,296.117828,297.619049,163.569962,1476505
2000-05-30,299.120270,309.253601,296.493134,307.752350,169.139282,2155814
2000-05-31,310.754822,320.137512,309.253601,316.009125,173.677139,2408790
2000-06-01,312.631348,320.512817,304.749908,314.507904,172.852051,2134515
2000-06-02,320.137512,324.265900,310.754822,316.759735,174.089676,2000808
2000-06-05,312.256042,313.757294,306.626434,309.628906,170.170639,1597406
2000-06-06,309.253601,311.130127,303.623962,307.377045,168.933044,1326378
2000-06-07,307.001740,314.883209,306.251129,308.502960,169.551849,1661403
2000-06-08,309.253601,310.004211,303.248657,305.500519,167.901672,1447445
2000-06-09,306.626434,307.752350,295.742523,299.495575,164.601395,1825635
2000-06-12,300.246216,300.996826,290.863495,299.495575,164.601395,2039360
2000-06-13,300.246216,309.628906,298.744965,307.377045,168.933044,2232568
2000-06-14,307.752350,311.130127,302.122742,306.251129,168.314148,1715276
2000-06-15,303.248657,312.256042,300.246216,311.505432,171.201950,1995745
2000-06-16,312.256042,313.381958,306.532593,307.001740,168.726730,3163254
2000-06-19,305.125214,310.754822,300.246216,301.747437,165.838989,1633226
2000-06-20,311.880737,311.880737,300.996826,306.251129,168.314148,1858741
2000-06-21,300.621521,302.498047,295.367188,296.868439,163.157593,2305641
2000-06-22,295.367188,300.246216,287.861053,292.740051,160.888611,2613555
2000-06-23,292.364746,299.495575,291.614136,299.495575,164.601395,1697890
2000-06-26,296.493134,300.621521,294.616577,299.870880,164.807632,1515973
2000-06-27,300.246216,302.122742,294.616577,295.742523,162.538727,1634176
2000-06-28,298.744965,305.125214,297.619049,303.530151,166.818817,2205990
2000-06-29,303.248657,303.248657,296.117828,298.744965,164.188858,2147071
2000-06-30,295.742523,318.917755,294.616577,318.260986,174.914734,3176776
2000-07-03,315.258514,315.258514,308.502960,312.256042,171.614487,1099864
2000-07-05,313.757294,313.757294,297.243744,299.870880,165.243011,2257814
2000-07-06,300.621521,306.251129,299.120270,301.372131,166.070282,1601436
2000-07-07,304.749908,309.253601,302.122742,308.127655,169.792923,1654942
2000-07-10,308.127655,316.009125,307.001740,314.883209,173.515533,2039443
2000-07-11,314.132599,320.512817,312.631348,313.757294,172.895020,2150335
2000-07-12,323.515289,323.515289,313.757294,322.764679,177.858643,1795710
2000-07-13,319.762207,324.265900,311.880737,315.258514,173.722336,2681216
2000-07-14,314.132599,315.258514,309.253601,309.253601,170.413376,1852463
